student_id,roll_no,full_name,true_archetype,overall_rate,day_std,min_day_rate,biggest_drop,max_streak,is_anomaly,anomaly_type,anomaly_raw_score
32,COSC-2311221-032,James Ferrell,reliable,0.9416666666666667,0.013333333333333332,0.9333333333333333,-0.125,1,0,normal,-0.42465165366162627
26,COSC-2311221-026,Judy Baker,reliable,0.8666666666666667,0.05333333333333332,0.8,-0.5,3,0,normal,-0.42357186262756324
49,COSC-2311221-049,Joshua Blair,reliable,0.9333333333333333,0.06531972647421806,0.8,-0.25,1,0,normal,-0.42334072404813616
1,COSC-2311221-001,Allison Hill,reliable,0.94,0.036514837167011066,0.8666666666666667,-0.19999999999999996,1,0,normal,-0.4218950021403454
15,COSC-2311221-015,Dylan Miller,day_quirk,0.825,0.053229064742237694,0.7666666666666667,-0.5,2,0,normal,-0.4218376958102138
48,COSC-2311221-048,Shane Henderson,reliable,0.84,0.03399346342395189,0.8,-0.4,3,0,normal,-0.4211829557798523
29,COSC-2311221-029,Zachary Hicks,reliable,0.875,0.051830683509736,0.8,-0.25,2,0,normal,-0.4176357890246344
23,COSC-2311221-023,Ethan Adams,reliable,0.8833333333333333,0.06666666666666665,0.8,-0.25,1,0,normal,-0.4161909108659561
86,COSC-2311221-086,Daniel Baker,reliable,0.9166666666666666,0.04472135954999579,0.8333333333333334,-0.125,1,0,normal,-0.41582205555034346
19,COSC-2311221-019,Lisa Jackson,reliable,0.9333333333333333,0.029814239699997188,0.9,-0.25,1,0,normal,-0.4148610567993246
65,COSC-2311221-065,Jessica Callahan,reliable,0.8466666666666667,0.07214525813665748,0.7333333333333333,-0.20000000000000007,2,0,normal,-0.4140866588149449
81,COSC-2311221-081,Kelly Donovan,reliable,0.9222222222222223,0.06798692684790378,0.8,-0.16666666666666674,1,0,normal,-0.4140502672188564
6,COSC-2311221-006,Connie Lawrence,reliable,0.9111111111111111,0.04444444444444443,0.8666666666666667,-0.33333333333333337,1,0,normal,-0.41401734694849907
5,COSC-2311221-005,Cristian Santos,reliable,0.9,0.08030804888707849,0.7333333333333333,-0.4,3,0,normal,-0.4114203566378094
55,COSC-2311221-055,Shannon Jones,reliable,0.9,0.04714045207910316,0.8333333333333334,-0.25,1,0,normal,-0.40906833954323996
93,COSC-2311221-093,Denise Jacobs,reliable,0.8866666666666667,0.0387457683870282,0.8333333333333334,-0.19999999999999996,2,0,normal,-0.40805695379498164
7,COSC-2311221-007,Abigail Shaffer,reliable,0.9,0.038873012632301994,0.8333333333333334,-0.16666666666666674,1,0,normal,-0.4078768576210629
78,COSC-2311221-078,Megan Young,reliable,0.8583333333333333,0.05333333333333332,0.7666666666666667,-0.375,2,0,normal,-0.4073621365191356
10,COSC-2311221-010,Ryan Munoz,reliable,0.925,0.04898979485566355,0.8666666666666667,-0.375,2,0,normal,-0.4068989256703205
91,COSC-2311221-091,Matthew Mcmillan,reliable,0.9333333333333333,0.02108185106778919,0.9,-0.20000000000000007,2,0,normal,-0.4061222647825553
31,COSC-2311221-031,Rebecca Henderson,reliable,0.8583333333333333,0.06798692684790378,0.8,-0.25,3,0,normal,-0.4053467987465504
71,COSC-2311221-071,Jordan Henderson,reliable,0.9333333333333333,0.03718489006818111,0.8666666666666667,-0.19999999999999996,2,0,normal,-0.4047101978669573
51,COSC-2311221-051,Jessica Holmes,reliable,0.8555555555555555,0.03340732528527312,0.8,-0.33333333333333337,3,0,normal,-0.4043297789143744
100,COSC-2311221-100,Stephen Mckee,reliable,0.9,0.02154524381073923,0.8666666666666667,-0.4,3,0,normal,-0.40429922994998313
73,COSC-2311221-073,Brittney Phillips,reliable,0.8833333333333333,0.07900617259836082,0.7333333333333333,-0.25,2,0,normal,-0.403593554373022
25,COSC-2311221-025,Matthew Foster,reliable,0.9133333333333333,0.07993824777157754,0.8,-0.30000000000000004,2,0,normal,-0.40298802062197636
11,COSC-2311221-011,Monica Herrera,reliable,0.86,0.061824123303304716,0.7333333333333333,-0.4,3,0,normal,-0.40043705274180286
14,COSC-2311221-014,Michele Williams,reliable,0.85,0.04472135954999579,0.8,-0.125,2,0,normal,-0.39977892300042184
98,COSC-2311221-098,Deborah Figueroa,reliable,0.9333333333333333,0.043090487621478456,0.8666666666666667,-0.375,2,0,normal,-0.39642270219885883
52,COSC-2311221-052,Danny Morgan,reliable,0.875,0.03248931448269654,0.8333333333333334,-0.25,2,0,normal,-0.39526615374995927
75,COSC-2311221-075,Amy Silva,reliable,0.9066666666666666,0.06222222222222222,0.8,-0.20000000000000007,2,0,normal,-0.3937768845251781
18,COSC-2311221-018,Derek Zuniga,reliable,0.8222222222222222,0.05333333333333336,0.7333333333333333,-0.16666666666666674,2,0,normal,-0.39330379744347055
50,COSC-2311221-050,Eric Carney,reliable,0.9333333333333333,0.043090487621478456,0.8666666666666667,-0.33333333333333337,2,0,normal,-0.393031289774979
58,COSC-2311221-058,Richard Aguirre,reliable,0.9,0.05416025603090639,0.8333333333333334,-0.33333333333333337,2,0,normal,-0.3924495147928059
95,COSC-2311221-095,John Whitehead,reliable,0.8666666666666667,0.07048334012068315,0.7333333333333333,-0.30000000000000004,3,0,normal,-0.3922921688479084
69,COSC-2311221-069,James Brown,reliable,0.9,0.0573488351136175,0.8,-0.16666666666666674,2,0,normal,-0.39028736474268944
56,COSC-2311221-056,Michael Lewis,reliable,0.92,0.033407325285273126,0.8666666666666667,-0.30000000000000004,2,0,normal,-0.38759599457218863
61,COSC-2311221-061,Victoria Garcia,reliable,0.9111111111111111,0.04477653706579973,0.8333333333333334,-0.33333333333333337,2,0,normal,-0.3863821528444528
4,COSC-2311221-004,Daniel Wagner,reliable,0.8888888888888888,0.06798692684790378,0.8,-0.33333333333333337,2,0,normal,-0.38611421883625646
83,COSC-2311221-083,Michael Evans,reliable,0.8777777777777778,0.05595412583117408,0.8,-0.33333333333333337,2,0,normal,-0.38418700786906673
70,COSC-2311221-070,William Baker,reliable,0.8866666666666667,0.057262661007667214,0.8,-0.4,2,0,normal,-0.38386922955063374
67,COSC-2311221-067,Tracy House,reliable,0.9083333333333333,0.026666666666666658,0.8666666666666667,-0.25,2,0,normal,-0.38249376181258804
36,COSC-2311221-036,Jeffrey Chavez,reliable,0.8916666666666667,0.038745768387028215,0.8444444444444444,-0.25,2,0,normal,-0.379939435933418
90,COSC-2311221-090,Aimee Montoya,reliable,0.9,0.039503086299180395,0.8333333333333334,-0.30000000000000004,2,0,normal,-0.3753794133279533
16,COSC-2311221-016,Brian Ramirez,reliable,0.9,0.036514837167011066,0.8333333333333334,-0.30000000000000004,2,0,normal,-0.3734495438787093
